Amb_temp,FS0,FS1,FS2,FS3,FS4,FS5,Supply_Air_Temp0,Supply_Air_Temp1,Supply_Air_Temp2,Supply_Air_Temp3,Supply_Air_Temp4,Supply_Air_Temp5,LC_FlowRate1,LC_FlowRate2,cooling_power,rack_power,IT_power,RCI_HI,RCI_LO,PUE,Rack_Tem0,Rack_Tem1,Rack_Tem2,Rack_Tem3,Rack_Tem4,Rack_Tem5,Rack_Tem6,Rack_Tem7,Rack_Tem8,Rack_Tem9,Rack_Tem10,Rack_Tem11,Rack_Tem12,Rack_Tem13,Rack_Tem14,Rack_Tem15,Rack_Tem16,Rack_Tem17,Rack_Tem18,Rack_Tem19,Rack_Tem20,Rack_Tem21,Rack_Tem22,Rack_Tem23,Rack_Tem24,Rack_Tem25,Rack_Tem26,Rack_Tem27,Rack_Tem28,Rack_Tem29,Rack_Tem30,Rack_Tem31,Rack_Tem32,Rack_Tem33,Rack_Tem34,Rack_Tem35,Rack_Tem36,Rack_Tem37,Rack_Tem38,Rack_Tem39,Rack_Tem40,Rack_Tem41,Rack_Tem42,Rack_Tem43,Rack_Tem44,Rack_Tem45,Rack_Tem46,Rack_Tem47,Rack_Tem48,Return_Air_Temp0,Return_Air_Temp1,Return_Air_Temp2,Return_Air_Temp3,Return_Air_Temp4,Return_Air_Temp5,LC_RET0,LC_RET1
1.26744384,62.38095238,60.0,99.23809524,60.0,92.38095238,60.23809524,19.94761885,25.20000076,22.12857192,25.39999962,21.75238037,22.47142828,86.84545455,86.96363636,184.9576168,595.1631110830001,863.0185055,100.0,100.0,1.212746473,23.94920635,21.69751647,23.5905879,23.46814797,23.31051866,23.73777737,23.68539681,24.16829735,24.15204714,24.68327601,25.3719664,25.8069131,25.90839422,25.44350914,25.34666698,25.75712396,25.86300711,26.35058833,22.74469115,21.93876516,22.44416699,22.77944472,23.90095205,23.90509847,24.05359509,24.8402221,24.23163336,23.59555584,22.39134479,22.09071883,22.05359429,20.96474076,22.9433336,23.69718515,22.25466614,22.52584821,23.17358059,23.90903691,23.89777711,24.12197575,24.78771215,24.94111098,25.82091495,24.42222206,23.38266717,23.63355509,23.61666612,24.63703824,25.7827153,25.24761954,26.02857154,26.72380992,26.0,25.84761847,25.22380992,23.52727273,23.02727273
1.469775216,68.0,60.0,99.0,60.0,98.0,60.0,19.79999924,25.29999924,22.0,25.39999962,22.20000076,19.70000076,87.2,87.2,203.588525,594.8591111020002,849.2590242,100.0,100.0,1.238151655,23.899683,21.64392114,23.54849606,23.4334819,23.30044506,23.7471106,23.66158728,24.18488932,24.17075938,24.70269062,25.39726479,25.82740735,25.93036883,25.4879533,25.38128655,25.76182917,25.87451092,26.36209214,22.49111125,21.69358053,22.2644449,22.57333298,23.68634983,23.71660156,23.92836603,24.61555522,24.06718981,23.37882288,22.10994109,21.94614346,21.95398683,21.00859212,22.9793335,23.58192627,21.99333333,22.27742706,22.89382716,23.64711019,23.69286488,23.97876625,24.64339815,24.72066671,25.75398787,24.28888873,23.22044474,23.55888835,23.55222209,24.6446922,25.79012255,25.29999924,26.0,26.79999924,26.10000038,25.89999962,25.29999924,23.7,23.1
1.372527138,63.0,60.0,100.0,60.0,81.0,60.0,19.79999924,25.20000076,22.0,25.39999962,17.79999924,20.89999962,87.4,86.9,181.4098339,597.923555578,854.9491907,100.0,100.0,1.210642416,23.9809518,21.77673188,23.67973872,23.54785183,23.42814706,23.88622274,23.81682381,24.35881474,24.34105275,24.8645612,25.48581167,25.89432057,25.92938217,25.49099364,25.4032752,25.77385653,25.8590857,26.34431344,22.79382716,21.99037046,22.44833315,22.74499953,23.74031711,23.8196072,24.10666624,24.58199978,24.0849674,23.6470593,22.25216364,22.16130698,22.1492805,21.30962981,23.18533332,23.63022235,22.18422255,22.42268987,22.99654368,23.66844374,23.89169572,24.14543321,24.62222055,24.60688897,25.82614459,24.38797408,23.18422241,23.62244425,23.64866618,24.72049485,25.78123372,25.20000076,26.0,26.70000076,26.0,25.60000038,25.10000038,23.5,23.0
1.300066508,60.0,60.0,99.0,60.0,90.0,60.0,20.0,25.20000076,22.20000076,25.39999962,21.79999924,22.29999924,87.7,86.8,175.5540965,599.4720000350001,868.9327773,100.0,100.0,1.200538089,23.9838098,21.77516396,23.68209085,23.56888961,23.40148175,23.85022217,23.80857156,24.36888898,24.3497086,24.89122907,25.52615309,25.96543135,25.97086302,25.4771917,25.43789548,25.81647088,25.89176592,26.37647059,22.63308648,21.81999949,22.42916658,22.70138872,23.75841249,23.79581738,24.01594813,24.64555617,24.20366075,23.64000069,22.30994181,22.12836587,22.09620944,21.19288845,23.13755561,23.60562988,22.15066732,22.40210546,22.89160578,23.57540681,23.76421048,24.11160557,24.65307226,24.76555556,25.87189622,24.44130732,23.23888841,23.64844435,23.68088881,24.7587654,25.86197495,25.20000076,26.0,26.70000076,26.0,25.79999924,25.10000038,23.6,23.1
1.040135097,65.0,60.0,100.0,60.0,95.0,60.0,19.39999962,25.20000076,21.79999924,25.39999962,23.0,21.29999924,87.0,85.4,194.8196732,600.520888863,852.4524466,100.0,100.0,1.226934399,24.00412733,21.72078419,23.59163411,23.46488842,23.24296269,23.68266642,23.63492005,24.09955575,24.07251476,24.61567226,25.3237601,25.79802442,25.90493827,25.43578802,25.36608259,25.77464081,25.88392246,26.39712377,22.44074082,21.62148151,22.27888845,22.61249966,23.59238155,23.78091443,24.0800001,24.57733351,24.12104596,23.55634024,22.29801161,22.26169888,22.1950319,20.7336301,22.78844455,23.58725911,22.01244453,22.28233921,22.85950679,23.49273989,23.73380156,24.06296432,24.6515017,24.707111,25.74849622,24.34405206,23.33222215,23.74666687,23.70533346,24.63901307,25.85654282,25.29999924,26.0,26.79999924,26.0,25.89999962,25.20000076,23.7,23.1
0.99000001,70.0,60.0,99.0,60.0,90.0,60.0,20.10000038,25.20000076,22.10000038,25.39999962,20.29999924,22.60000038,87.9,87.7,198.8049143,604.2337777570001,866.795088,100.0,100.0,1.227818723,24.00634959,21.70169893,23.54039179,23.46785247,23.29866636,23.73022298,23.62920619,24.08000036,24.04280685,24.58596548,25.33401797,25.80518482,25.94691222,25.45356759,25.37520502,25.78013062,25.90876002,26.40941234,22.83111082,22.0274072,22.54749959,22.87944505,23.74571436,24.036863,24.47921502,24.74888957,24.09464095,23.62640596,22.35555563,22.0007846,22.02457499,20.76177698,22.86844381,23.82281485,22.34866631,22.53801177,23.16197525,23.82044515,24.19695959,24.47753183,24.86457567,24.81688883,25.7484967,24.58013094,23.45866631,23.66755568,23.69555569,24.73061689,25.92000024,25.29999924,26.0,26.79999924,26.10000038,25.79999924,25.10000038,23.7,23.1
1.108333349,65.0,60.0,99.75510204,60.0,94.68,67.44,18.95106364,25.29999924,21.65102098,25.5,21.3759996,22.44800018,87.85,87.55,198.2915821,604.1093333370001,872.3285343,100.0,100.0,1.225708059,24.09079357,21.79451027,23.58065361,23.51199969,23.32325928,23.74222182,23.61079344,23.97777724,23.88865467,24.46432706,25.32239396,25.69036926,25.89135802,25.43532115,25.35555613,25.76732026,25.91503507,26.42797405,23.05061728,22.22370394,22.72611101,23.08222215,23.81714206,24.15633968,24.6841836,24.9537776,24.17673268,23.67215632,22.58409388,21.95686251,21.94928146,20.59822166,22.76199985,23.93570358,22.5100002,22.7235086,23.32987731,23.91910988,24.38830459,24.70098726,25.04810448,25.02066623,25.67712378,24.61882388,23.81288927,23.75622165,23.69622233,24.75481394,25.9348143,25.29999924,26.0520002,26.79999924,26.10000038,25.87199951,25.32399933,23.7,23.2
1.49333334,65.66666667,60.0,100.0,60.0,100.0,73.33333333,17.79999924,25.29999924,21.26666705,25.56666692,21.60000038,20.86666616,86.75882353,86.67647059,214.8493173,600.6586666510001,874.503839,100.0,100.0,1.244048494,24.00476171,21.64915045,23.42797301,23.34044488,23.14281467,23.55466648,23.44127062,23.80770354,23.73099458,24.32724973,25.22085462,25.57629726,25.82888847,25.47859658,25.37146296,25.77829989,25.91529565,26.43006552,22.82641941,21.96395083,22.45749986,22.8383333,23.54412764,23.92000014,24.61647056,24.64733392,23.82431377,23.39973807,22.21801208,21.75973802,21.79999992,20.42992631,22.6166668,23.83940701,22.28466661,22.48888882,23.1037037,23.61155599,24.17801228,24.60617276,24.92601326,24.72600037,25.56392128,24.47581731,23.57200005,23.53755608,23.59199972,24.71308549,25.92962948,25.3333327,25.86666616,26.79999924,26.10000038,26.06666692,25.46666654,23.63529412,23.1
1.876666665,70.0,60.0,100.0,60.0,100.0,77.0,17.5,25.5,21.10000038,25.60000038,22.0,19.60000038,87.0,86.3,198.509837,597.9360000070001,859.1786799,100.0,100.0,1.229582648,24.03365052,21.72130701,23.40444416,23.32000054,23.11348154,23.53599976,23.41301599,23.75525933,23.69192965,24.27017508,25.15623873,25.55061864,25.83901232,25.52865483,25.40818842,25.79503182,25.97202787,26.46745047,22.98567859,22.06691299,22.57722236,22.93722178,23.6549204,23.98797416,24.72000094,24.83222195,23.92915119,23.58745101,22.4860817,21.60418334,21.58509896,20.27762994,22.57800076,23.91555537,22.40777757,22.60023365,23.25111114,23.79792661,24.29684373,24.73358056,25.10875835,24.91333347,25.68418336,24.66588191,23.80866659,23.48977824,23.46666694,24.64098699,25.93827176,25.39999962,26.0,26.89999962,26.20000076,26.0,25.39999962,23.7,23.1
2.25666666,69.31034483,60.0,100.0,60.0,99.24137931,73.96551724,18.52413763,25.3785711,21.19824597,25.57894767,21.75517201,23.14137926,87.34482759,86.15517241,248.8448132,596.7862222409999,852.6252991,100.0,100.0,1.290438435,23.83587356,21.74457473,23.5239206,23.41748074,23.32118526,23.80266642,23.72158726,24.13362938,24.01263121,24.53543815,25.23282043,25.65407429,25.78913499,25.41380094,25.32257344,25.69045761,25.78509545,26.27241753,23.00666662,22.17481418,22.56944377,22.93722195,23.81682575,23.9236597,24.30901932,24.80755602,23.97019586,23.51137241,22.31111133,21.86274494,21.84418243,21.10785183,23.03177768,23.80474049,22.42533352,22.64818679,23.18740762,23.79555583,24.04935724,24.38320878,24.85934668,24.83755534,25.72548988,24.46614392,23.51333354,23.52088894,23.44799934,24.60938284,25.67481358,25.37241344,25.97857148,26.78596423,26.07894767,26.06551762,25.47241382,23.66551724,23.07241379
